congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
117,House,22155,49,24,TX,200,,,"VAN DUYNE, Beth",V000134,1970.0,,0.522,0.144,-27.37629,0.91874,323,11,,0.522,0.144
117,House,22160,49,6,TX,200,,,"ELLZEY, Jake",E000071,1970.0,,0.464,0.468,-1.94721,0.97971,95,0,,0.461,0.471
117,House,29571,49,35,TX,100,,,"DOGGETT, Lloyd Alton, II",D000399,1946.0,,-0.402,-0.313,-4.36753,0.98649,321,1,,-0.348,-0.292
117,House,29573,49,18,TX,100,,,"JACKSON LEE, Sheila",J000032,1950.0,,-0.46,0.124,-7.34758,0.97737,321,4,,-0.502,-0.217
117,House,29759,49,17,TX,200,,,"SESSIONS, Pete",S000250,1955.0,,0.59,0.154,-48.46095,0.85741,315,20,,0.629,-0.072
117,House,29760,49,8,TX,200,,,"BRADY, Kevin Patrick",B000755,1955.0,,0.524,0.222,-15.94757,0.93698,245,4,,0.513,0.301
117,House,29762,49,12,TX,200,,,"GRANGER, Kay",G000377,1943.0,,0.398,0.237,-46.45764,0.86041,309,17,,0.455,0.091
117,House,39305,49,30,TX,100,,,"JOHNSON, Eddie Bernice",J000126,1935.0,,-0.485,0.201,-7.06371,0.9783,322,4,,-0.428,-0.061
117,House,21367,67,2,UT,200,,,"STEWART, Chris",S001192,1960.0,,0.522,0.136,-34.48014,0.89845,322,14,,0.487,0.023
117,House,21755,67,3,UT,200,,,"CURTIS, John R.",C001114,1960.0,,0.512,0.021,-47.14748,0.86261,319,15,,0.427,0.04
117,House,22141,67,1,UT,200,,,"MOORE, Blake D.",M001213,1980.0,,0.368,0.288,-27.01013,0.91881,319,10,,0.366,0.293
117,House,22146,67,4,UT,200,,,"OWENS, Burgess",O000086,1951.0,,0.456,0.173,-24.94246,0.92569,323,9,,0.456,0.173
117,House,20750,6,1,VT,100,,,"WELCH, Peter",W000800,1947.0,,-0.409,-0.355,-4.92324,0.98487,323,2,,-0.381,-0.487
117,House,20756,40,1,VA,200,,,"WITTMAN, Robert J.",W000804,1959.0,,0.446,-0.005,-22.92547,0.93065,319,3,,0.453,0.289
117,House,20952,40,11,VA,100,,,"CONNOLLY, Gerald E. (Gerry)",C001078,1950.0,,-0.306,-0.016,-5.21128,0.98404,324,0,,-0.288,-0.13
117,House,21191,40,9,VA,200,,,"GRIFFITH, H. Morgan",G000568,1958.0,,0.543,-0.421,-61.14965,0.82655,321,22,,0.501,-0.346
117,House,21554,40,8,VA,100,,,"BEYER, Donald Sternoff Jr.",B001292,1950.0,,-0.384,-0.049,-5.65982,0.98268,324,1,,-0.335,-0.232
117,House,21736,40,4,VA,100,,,"MCEACHIN, Aston Donald",M001200,1961.0,,-0.375,-0.05,-8.0919,0.97541,325,5,,-0.347,0.098
117,House,21908,40,6,VA,200,,,"CLINE, Benjamin",C001118,1972.0,,0.705,-0.172,-36.19565,0.89399,323,15,,0.717,-0.136
117,House,21941,40,2,VA,100,,,"LURIA, Elaine",L000591,1975.0,,-0.196,0.406,-14.32682,0.95674,324,6,,-0.454,0.798
117,House,21966,40,7,VA,100,,,"SPANBERGER, Abigail",S001209,1979.0,,-0.172,0.428,-20.57999,0.93827,323,7,,-0.203,0.393
117,House,21983,40,10,VA,100,,,"WEXTON, Jennifer",W000825,1968.0,,-0.392,0.401,-9.14355,0.97226,325,4,,-0.307,0.097
117,House,22120,40,5,VA,200,,,"GOOD, Bob",G000595,1965.0,,0.8,-0.6,-42.48218,0.86998,305,21,,0.908,-0.418
117,House,39307,40,3,VA,100,,,"SCOTT, Robert C.",S000185,1947.0,,-0.45,0.017,-8.09543,0.97532,324,5,,-0.367,0.054
117,House,20145,73,2,WA,100,,,"LARSEN, Richard Ray (Rick)",L000560,1965.0,,-0.365,0.189,-6.06424,0.98129,321,3,,-0.426,0.215
117,House,20535,73,5,WA,200,,,"McMORRIS RODGERS, Cathy",M001159,1969.0,,0.425,0.122,-22.05599,0.93299,318,7,,0.394,0.344
117,House,21187,73,3,WA,200,,,"HERRERA BEUTLER, Jaime",H001056,1978.0,,0.353,-0.176,-47.44052,0.86379,324,22,,0.322,-0.022
117,House,21368,73,6,WA,100,,,"KILMER, Derek",K000381,1974.0,,-0.31,-0.013,-5.41612,0.98347,325,2,,-0.298,-0.089
117,House,21556,73,4,WA,200,,,"NEWHOUSE, Daniel Milton",N000189,1955.0,,0.34,0.251,-36.75485,0.89117,319,19,,0.287,0.378
117,House,21726,73,7,WA,100,,,"JAYAPAL, Pramila",J000298,1965.0,,-0.695,-0.327,-7.6194,0.97662,322,3,,-0.53,-0.659
117,House,21962,73,8,WA,100,,,"SCHRIER, Kim",S001216,1968.0,,-0.346,0.505,-7.77843,0.97628,324,3,,-0.314,0.627
117,House,22153,73,10,WA,100,,,"STRICKLAND, Marilyn",S001159,1962.0,,-0.555,0.541,-6.50641,0.98018,325,3,,-0.555,0.541
117,House,29768,73,9,WA,100,,,"SMITH, Adam",S000510,1965.0,,-0.285,-0.162,-12.63771,0.96151,322,5,,-0.619,0.13
117,House,31101,73,1,WA,100,,,"DelBENE, Suzan K.",D000617,1962.0,,-0.283,-0.214,-8.79188,0.97331,325,4,,-0.461,0.359
117,House,21188,56,1,WV,200,,,"McKINLEY, David",M001180,1947.0,,0.301,0.182,-42.72345,0.8761,323,19,,0.315,0.084
117,House,21557,56,2,WV,200,,,"MOONEY, Alex X.",M001195,1971.0,,0.576,-0.266,-40.21766,0.88155,319,19,,0.571,-0.128
117,House,21946,56,3,WV,200,,,"MILLER, Carol",M001205,1950.0,,0.475,0.321,-15.38234,0.95349,323,5,,0.499,0.41
117,House,20537,25,4,WI,100,,,"MOORE, Gwendolynne S. (Gwen)",M001160,1951.0,,-0.528,-0.251,-13.42168,0.95905,321,5,,-0.318,-0.481
117,House,21370,25,2,WI,100,,,"POCAN, Mark",P000607,1964.0,,-0.54,-0.544,-4.16969,0.98717,323,1,,-0.516,-0.523
117,House,21559,25,6,WI,200,,,"GROTHMAN, Glenn",G000576,1955.0,,0.603,-0.284,-62.79399,0.82232,321,24,,0.567,-0.344
117,House,21720,25,8,WI,200,,,"GALLAGHER, Michael",G000579,1984.0,,0.44,-0.051,-45.32905,0.86831,321,18,,0.408,0.018
117,House,21970,25,1,WI,200,,,"STEIL, Bryan",S001213,1981.0,,0.424,-0.038,-32.59454,0.90429,324,11,,0.437,0.044
117,House,21989,25,7,WI,200,,,"TIFFANY, Thomas P.",T000165,1957.0,,0.637,-0.197,-38.72839,0.87618,293,20,,0.649,-0.183
117,House,22115,25,5,WI,200,,,"FITZGERALD, Scott",F000471,1963.0,,0.607,0.477,-15.69212,0.95244,322,8,,0.607,0.477
117,House,29769,25,3,WI,100,,,"KIND, Ron",K000188,1963.0,,-0.261,-0.079,-27.57665,0.91841,324,11,,-0.165,-0.008
117,House,21710,68,1,WY,200,,,"CHENEY, Liz",C001109,1966.0,,0.482,0.444,-78.50076,0.76977,300,22,,0.322,0.546
